Animal_ID,Found_Address
A685637,Austin (TX)
A728151,Austin (TX)
A558438,Austin (TX)
A558438,Austin (TX)
A558438,3400 S Congress Ave in Austin (TX)
A558438,3400 S Congress Ave in Austin (TX)
A704478,21428 Creekside in Leander (TX)
A708989,Wagtain Dr in Austin (TX)
A722701,Austin (TX)
A744699,Manor (TX)
A666629,21906 Silvia Dr in Travis (TX)
A676379,4400 Meadow Dr. in Travis (TX)
A566618,12601 Tech Ridge Blvd in Austin (TX)
A691297,1601 Slaughter Ln in Austin (TX)
A723643,1900 South Of Capital Texas Highway in Austin (TX)
A723643,1900 South Of Capital Texas Highway in Austin (TX)
A723643,Delwood Dr And Rogge Ln in Austin (TX)
A723643,Delwood Dr And Rogge Ln in Austin (TX)
A720012,10710 Moore Rd in Travis (TX)
A736847,Austin (TX)
A727883,3003 Wickham Ln in Travis (TX)
A723289,2817 Kentish Dr in Austin (TX)
A678559,Hargrave And 12Th St in Austin (TX)
A674123,1011 W Anderson Ln in Austin (TX)
A688145,2305 E. 16Th St. in Austin (TX)
A680188,3856 Williamsburg Circle in Austin (TX)
A718416,907 W. Slaughter in Austin (TX)
A354540,Austin (TX)
A675175,Austin (TX)
A701133,Burnet Rd And Colfax in Austin (TX)
A739226,1602 Citation Dr in Del Valle (TX)
A722413,Catalina Dr And Grenada Dr in Austin (TX)
A683084,Middle Fiskville in Austin (TX)
A731120,Woodrow Ave And Burnet Rd in Austin (TX)
A728312,10000 Fm 1625 in Travis (TX)
A741579,4600 Nuckols Crossing in Austin (TX)
A702170,Chicon St And E 10Th St in Austin (TX)
A667874,Rm 1826 And W Slaughter Ln in Austin (TX)
A694504,9816 Ivalenes in Austin (TX)
A728333,Austin (TX)
A705094,Magna Carta Loop in Austin (TX)
A730372,12306 Rolling Hill Dr in Austin (TX)
A683135,1652 E 3Rd St in Austin (TX)
A705805,15107 Pearce Ln in Del Valle (TX)
A714268,8212 Barton Club Dr in Austin (TX)
A667475,Ih 35/Cameron Rd in Austin (TX)
A722007,Rundberg And N Ih 35 in Austin (TX)
A707495,4701 S Ih 35 in Austin (TX)
A682892,5300 Thornwood Dr in Austin (TX)
A699969,12100 Block Walter Vaughn Dr in Manor (TX)
A714603,Manor Rd And Coventry Ln in Austin (TX)
A727031,William Cannon Dr And Salt Spring in Austin (TX)
A680567,7201 Levander Loop in Austin (TX)
A680567,7201 Levander Loop in Austin (TX)
A680567,Anderson Mill And Swallow Dr in Austin (TX)
A680567,Anderson Mill And Swallow Dr in Austin (TX)
A710399,1108 Blue Fox Dr in Austin (TX)
A738758,Acers Ln And Guffey Dr in Austin (TX)
A707828,1009 Apple Cross Drive in Pflugerville (TX)
A732814,7619 Scenic Brook in Austin (TX)
A722262,2614 E 7Th St in Austin (TX)
A732192,3713 Tudor Blvd in Austin (TX)
A664837,901 W 9Th St in Austin (TX)
A734253,2815 Hwy 71 in Austin (TX)
A719217,Garfield And Shrieveport in Austin (TX)
A683049,Nuckols Crossing Rd And Escuelita Dr in Austin (TX)
A743140,Austin (TX)
A730381,W Slaughter Ln & E Stassney Ln in Austin (TX)
A681394,6208 Tupelo Dr in Austin (TX)
A669911,Monsanto & Montopolis in Austin (TX)
A729475,2005 Willow Creek Dr in Austin (TX)
A733070,300 Bowie in Austin (TX)
A665737,E Oltorf St/Douglas in Austin (TX)
A694066,Austin (TX)
A682153,4918 Manchester Circle in Austin (TX)
A669518,15436 Fm 1825 in Travis (TX)
A695989,8019 Cedar Elm Trl in Austin (TX)
A702264,1300 Tuffit Ln in Austin (TX)
A727507,Riverside And Pleasant Valley in Austin (TX)
A737933,7430 Burnet Rd in Austin (TX)
A734740,Tuscany Way & Exchange Dr in Austin (TX)
A735949,1705 Centre Creek Dr in Austin (TX)
A741006,7913 Ingrid Dr in Travis (TX)
A696761,7010 Texas 71 in Austin (TX)
A671282,2301 S Congress #G in Austin (TX)
A679181,5509 Tallow Tree Dr in Austin (TX)
A680321,William Cannon And Mckinney Falls in Austin (TX)
A736297,1900 Rogge Lane in Austin (TX)
A736928,Austin (TX)
A688443,35 Robert T Martinez in Austin (TX)
A704580,4202 Alexandria Dr in Austin (TX)
A686829,1201 Browadmoor Dr in Austin (TX)
A664301,12315 Rayden St. in Travis (TX)
A738827,Pleasant Valley And Lyons in Austin (TX)
A685670,6804 Bryn Manor in Austin (TX)
A708476,7201 Levander Loop in Austin (TX)
A688101,Del Valle (TX)
A742462,9100 Fm 812 Road in Travis (TX)
A666489,5902 Tracy Lynn Ln in Austin (TX)
A677264,1700 Teri in Austin (TX)
A686153,Harris Branch And Blue Goose Road in Austin (TX)
A528524,183 & Manor Road in Austin (TX)
A528524,183 & Manor Road in Austin (TX)
A528524,Austin (TX)
A528524,Austin (TX)
A693422,Austin (TX)
A727202,17311 Lakewood Cir in Travis (TX)
A696078,1901 Willow Creek Dr in Austin (TX)
A702414,2626 Monarch Dr in Austin (TX)
A710593,4110 Guadalipe St in Austin (TX)
A727880,505 Barton Springs Rd in Austin (TX)
A680760,Travis (TX)
A672334,Silk Oak Cv And Brodie Ln in Austin (TX)
A738288,1509 Oreilly Court in Austin (TX)
A673777,Steed'S Crossing in Austin (TX)
A708910,1700 Teri Rd #508 in Austin (TX)
A706666,5500 Stuart Cir in Austin (TX)
A717947,Peterson Rd And Fm 812 in Travis (TX)
A738239,4019 Far West Blvd in Austin (TX)
A279920,7201 Levander Loop in Austin (TX)
A742468,1310 Delano St in Austin (TX)
A742468,1310 Delano St in Austin (TX)
A742468,Austin (TX)
A742468,Austin (TX)
A704191,Austin (TX)
A683867,1904 Bitter Creek Dr in Austin (TX)
A688262,Austin (TX)
A688569,11936 Sunhillow Bend in Austin (TX)
A725376,Wire Rd And Cedar Lime Rd in Travis (TX)
A523533,4434 Frontier in Austin (TX)
A573797,Austin (TX)
A702195,12400 Amherst Dr in Austin (TX)
A708046,4601 E St Elmo Rd in Austin (TX)
A735691,2400 Sully Creek in Austin (TX)
A704003,1006 Ogden in Austin (TX)
A724050,1717 Canterbury St in Austin (TX)
A740545,3909 N I- 35 Service Rd in Austin (TX)
A682685,1601 Montopolis Dr in Austin (TX)
A717739,2300 Santa Rita St in Austin (TX)
A732421,2703 Channing Circle in Austin (TX)
A732421,2703 Channing Circle in Austin (TX)
A732421,2706 Channing Circle in Austin (TX)
A732421,2706 Channing Circle in Austin (TX)
A706978,Old Millwood And Shreveport in Austin (TX)
A735128,600 Barwood Park in Austin (TX)
A714650,8802 Thunderbird Rd in Austin (TX)
A668358,2005 Willow Creek Dr in Austin (TX)
A690103,19429 Tayshas St in Manor (TX)
A736810,Austin (TX)
A679871,1508 South Port in Austin (TX)
A714582,Onion Creek Dr And Vine Hill Dr in Austin (TX)
A725528,Austin (TX)
A683883,7601 Daffan Ln in Travis (TX)
A673617,Pino Lane in Austin (TX)
A682891,2504 E Stassney in Austin (TX)
A699271,2120 Grand Ave in Austin (TX)
A672148,4434 Frontier Trl in Austin (TX)
A707489,North Ih-35 And Rundberg in Austin (TX)
A723633,2901 Flen Rae St in Austin (TX)
A693517,S Lamar Blvd & Manchaca Rd in Austin (TX)
A745023,11910 Hornsby St in Austin (TX)
A705117,16901 Hayride Circle in Travis (TX)
A723298,Manor New Tech Central Office in Travis (TX)
A717601,2510 Lehigh Dr in Austin (TX)
A696424,4110 Bunny Run in Austin (TX)
A677944,Riverside Dr in Austin (TX)
A734811,101 Lakeway Dr in Lakeway (TX)
A720025,Manor (TX)
A714706,1723 Pine Knoll Dr in Austin (TX)
A678507,Cannonwood Ln in Austin (TX)
A680973,E Wm Cannon And Pleasant Valley in Austin (TX)
A728467,Ranch Rd & Sheep Hollow Trail in Travis (TX)
A689879,12508 Esplanade in Austin (TX)
A712072,Austin (TX)
A672667,Austin (TX)
A712652,4550 Mueller Blvd in Austin (TX)
A675033,Austin (TX)
A712818,2010 Riverview St in Austin (TX)
A672404,5309 Meadow Crest in Austin (TX)
A688710,1211 Bonnie Brae in Austin (TX)
A733251,Pflugerville (TX)
A704723,2117 E 8Th St in Austin (TX)
A676548,1050Bastrop Hwy Ne in Austin (TX)
A727503,8900 N Ih 35 in Austin (TX)
A737365,9910 Peterson Rd in Austin (TX)
A686565,1000 San Marcos St in Austin (TX)
A736961,Wells Branch Pkwy  Wells Port Dr in Austin (TX)
A716898,10409 Golden Meadow in Austin (TX)
A724205,2101 Elmont Dr in Austin (TX)
A741740,Trail Driver St & Sundown Ridge in Lago Vista (TX)
A362383,Hwy 360 /Barton Plaza in Austin (TX)
A362383,Hwy 360 /Barton Plaza in Austin (TX)
A362383,Austin (TX)
A362383,Austin (TX)
A697121,Austin (TX)
A726684,10013 N Hwy 620 in Austin (TX)
A740988,618 Thrasher in Austin (TX)
A718835,Manchaca & Redd in Austin (TX)
A664921,7201 Levander Loop in Austin (TX)
A697306,9711 Blocker Lane in Austin (TX)
A538370,Austin (TX)
A538370,Austin (TX)
A538370,Austin (TX)
A538370,Austin (TX)
A686956,1505 Ferguson Lane in Austin (TX)
A739764,12820 N Lamar Blvd in Austin (TX)
A722990,Austin (TX)
A702492,North View Ln And Point North Dr in Austin (TX)
A674471,1601 Anis Dr in Austin (TX)
A716316,3413 Lynridge in Austin (TX)
A673836,Travis (TX)
A727464,6117 Perlita Drive in Austin (TX)
A731946,Oltorf At Wickersham in Austin (TX)
A664289,7903 Taza Trl in Austin (TX)
A694818,15109 Holly Lane in Travis (TX)
A712561,2509 Cecil Dr in Austin (TX)
A743191,6280 Mcneil Drive in Travis (TX)
A700088,Hays (TX)
A716890,817 W Fm1626 in Austin (TX)
A734303,2703 Channing Cir in Austin (TX)
A698597,Austin (TX)
A692580,5707 Johnny Morrios in Austin (TX)
A687583,1313 Delano St in Austin (TX)
A688129,2305 Park Lane in Travis (TX)
A688129,2305 Park Lane in Travis (TX)
A688129,Round Rock (TX)
A688129,Round Rock (TX)
A679895,7105 Wishing Well in Austin (TX)
A735730,S Lamar And Bluebonnet in Austin (TX)
A696072,5106 Village Square Dr in Austin (TX)
A702356,Tower View Ct in Austin (TX)
A667844,Austin (TX)
A715542,1170 Perry Rd in Austin (TX)
A723930,Anderson Mill & Treeline in Austin (TX)
A630814,1156 W Cesar Chavez St in Austin (TX)
A738947,6005 Eeros Circle in Austin (TX)
A664468,23107 Fulkes Ln. in Austin (TX)
A701727,Southwest Pkwy & Boston Ln in Austin (TX)
A706553,1012 Maxines Cv in Travis (TX)
A679964,Brodie Ln & Silk Oak Dr in Austin (TX)
A689868,609 W 6Th St in Austin (TX)
A703170,704 Hyde Park Ct in Austin (TX)
A681422,23393 Nameless Rd in Travis (TX)
A672249,Riverside And Faro in Austin (TX)
A699825,Austin (TX)
A737853,Burnet Rd And Rutland Dr in Austin (TX)
A710413,2504 New York Dr in Austin (TX)
A687643,14709 Navarro Creek Road in Del Valle (TX)
A729082,2124 Burton Dr in Austin (TX)
A703636,9052 Galewood Dr in Austin (TX)
A698334,1606 Canyon Edge Dr in Austin (TX)
A729005,11001 S 1St St in Austin (TX)
A669706,Austin (TX)
A737165,2303 Kinney Rd in Austin (TX)
A737165,2303 Kinney Rd in Austin (TX)
A737165,2303 Kinney Rd in Austin (TX)
A737165,11701 Metric Blvd in Austin (TX)
A737165,11701 Metric Blvd in Austin (TX)
A737165,11701 Metric Blvd in Austin (TX)
A737165,Austin (TX)
A737165,Austin (TX)
A737165,Austin (TX)
A664819,7402 Crystalbrook Drive in Austin (TX)
A668846,290 And Didmar in Austin (TX)
A742035,5201 Ross Rd in Travis (TX)
A736950,Austin (TX)
A706775,Elizabeth St And 3Rd St in Austin (TX)
A700235,8718 Fm 812 in Austin (TX)
A711364,N Ih35 And Parmer Ln in Austin (TX)
A732117,4319 Terry-O Ln in Austin (TX)
A669967,Austin (TX)
A738566,Austin (TX)
A688744,Austin (TX)
A698689,1050 E 11Th in Austin (TX)
A705054,3816 S Lamar Blvd in Austin (TX)
A681903,8028 Gessner Dr in Austin (TX)
A730203,21503 Longhill Dr in Leander (TX)
A723784,10100 S Mary Moore Searight Dr in Austin (TX)
A731134,501 S Hwy 183 in Austin (TX)
A716624,Austin (TX)
A700646,Austin (TX)
A695749,Govalle Ave & Kirk Ave in Austin (TX)
A669423,1000 N Lamar in Austin (TX)
A668453,Austin (TX)
A683766,7200 Duval Apt 121 in Austin (TX)
A676318,Travis (TX)
A706629,1012 Neans Dr in Austin (TX)
A723581,Austin (TX)
A709751,4800 Weletka Dr in Austin (TX)
A698266,Austin (TX)
A698266,Austin (TX)
A698266,Austin (TX)
A698266,Austin (TX)
A664266,Payton And 183 in Austin (TX)
A693833,Austin (TX)
A689579,124 W Anderson Ln in Austin (TX)
A680872,7006 Appaloosa Ct in Travis (TX)
A708666,10401 Weller Dr in Austin (TX)
A687410,12903 B Chromite in Austin (TX)
A687410,12903 B Chromite in Austin (TX)
A687410,Metric Blvd & W Rundberg Ln in Austin (TX)
A687410,Metric Blvd & W Rundberg Ln in Austin (TX)
A680669,3702 Counselor in Austin (TX)
A713436,Austin (TX)
A679721,Timber Heights Dr & Shaker Trl in Austin (TX)
A724917,11606 Oak Haven Cv in Austin (TX)
A713303,7600 Burnet Rd in Austin (TX)
A701781,2808 Webberville Road in Austin (TX)
A725271,Winter Haven Dr And Baythorne Dr in Austin (TX)
A672281,9219 Anderson Mill Rd in Austin (TX)
A736852,8703 Lava Hill Rd in Austin (TX)
A676534,12315 Cabana Lane in Austin (TX)
A670146,6201 Pennwood Ln in Austin (TX)
A670146,6201 Pennwood Ln in Austin (TX)
A670146,Austin (TX)
A670146,Austin (TX)
A712506,Crownover And Hartsmith in Austin (TX)
A683493,Lakewood Dr /Bull Creek in Austin (TX)
A689111,6906 Meador Ave. #B in Austin (TX)
A687998,Austin (TX)
A687998,Austin (TX)
A687998,7310 Meador in Austin (TX)
A687998,7310 Meador in Austin (TX)
A732670,6301 Thirlmare in Austin (TX)
A699313,9104 Cameron Rd Ste 300 in Austin (TX)
A683249,14811 Chicadee in Pflugerville (TX)
A689279,Austin (TX)
A689279,Austin (TX)
A689279,Austin (TX)
A689279,Austin (TX)
A689279,Austin (TX)
A689279,7123 N Lamar Blvd in Austin (TX)
A689279,7123 N Lamar Blvd in Austin (TX)
A689279,7123 N Lamar Blvd in Austin (TX)
A689279,7123 N Lamar Blvd in Austin (TX)
A689279,7123 N Lamar Blvd in Austin (TX)
A689279,505 Swanee Dr #106 in Austin (TX)
A689279,505 Swanee Dr #106 in Austin (TX)
A689279,505 Swanee Dr #106 in Austin (TX)
A689279,505 Swanee Dr #106 in Austin (TX)
A689279,505 Swanee Dr #106 in Austin (TX)
A689279,W 38Th St in Austin (TX)
A689279,W 38Th St in Austin (TX)
A689279,W 38Th St in Austin (TX)
A689279,W 38Th St in Austin (TX)
A689279,W 38Th St in Austin (TX)
A689279,5603 Tura Ln in Austin (TX)
A689279,5603 Tura Ln in Austin (TX)
A689279,5603 Tura Ln in Austin (TX)
A689279,5603 Tura Ln in Austin (TX)
A689279,5603 Tura Ln in Austin (TX)
A726776,3213 Walnut in Austin (TX)
A743814,1420 E Wells Branch Pkwy in Travis (TX)
A714149,Wells Port And Servin in Travis (TX)
A586665,Pflugerville (TX)
A737899,301 Brazos in Austin (TX)
A670541,3600 Mueller in Austin (TX)
A737239,1704 Nelms Dr in Austin (TX)
A709720,11518 Ranch Rd 620 N in Austin (TX)
A686976,Mlk And Springdale in Austin (TX)
A728645,2903 Catalina Dr in Austin (TX)
A736745,Austin (TX)
A687604,10725 North Platt River Rd. in Austin (TX)
A728492,1601 E Anderson Ln in Austin (TX)
A680604,12312 Havelock Dr in Austin (TX)
A671125,Austin (TX)
A687695,Waller St. & E. 3Rd in Austin (TX)
A490091,Austin (TX)
A673032,1200 E Rundberg Ln in Austin (TX)
A673032,1200 E Rundberg Ln in Austin (TX)
A673032,9500 Teasdale Ter in Austin (TX)
A673032,9500 Teasdale Ter in Austin (TX)
A665257,Austin (TX)
A727165,Enfield And Marshall Ln in Austin (TX)
A724337,15500 Goforth Lane in Creedmoor (TX)
A653281,Maple Ave  & Mlk Blvd in Austin (TX)
A744231,Spruce Cv & Teri Rd in Austin (TX)
A675641,1820 Wooten Park Dr. in Austin (TX)
A666314,1211 E Oltorf in Austin (TX)
A710633,12223 Fay St in Manor (TX)
A718853,Austin (TX)
A722728,6201 Davis Lane in Austin (TX)
A683080,10512 Plains Trail in Austin (TX)
A696990,38Th St And Guadalupe in Austin (TX)
A736018,7201 Wood Hollow Dr in Austin (TX)
A733472,7301 N Ranch Rd 620 in Austin (TX)
A702244,2108 Ashby Ave in Austin (TX)
A698227,Austin (TX)
A668202,1910 Greenbrook in Austin (TX)
A669505,E Garrett Dr in Austin (TX)
A731624,5311 Martin Ave in Austin (TX)
A711340,North Ppoint in Travis (TX)
A735528,Tillery And Lyons in Austin (TX)
A686323,400 Grove Blvd in Austin (TX)
A698360,Austin (TX)
A678820,14811 Bescott in Austin (TX)
A695968,6111 South Congress in Austin (TX)
A716713,2000 Cedar Bend in Austin (TX)
A740631,6806 Santos St in Austin (TX)
A738804,3000 E 3Rd in Austin (TX)
A683532,8413 Riverstone Dr #A in Austin (TX)
A730289,2903 Reydell Ave in Austin (TX)
A670446,9345 Hwy 290 in Austin (TX)
A664919,7201 Levander Loop in Austin (TX)
A722245,Austin (TX)
A715286,W Oltorf & S 5Th St in Austin (TX)
A672022,10707 Lake Creek Pkwy in Austin (TX)
A672022,10707 Lake Creek Pkwy in Austin (TX)
A672022,Griems Ranch Road in Austin (TX)
A672022,Griems Ranch Road in Austin (TX)
A691355,Austin (TX)
A703815,1139 Stephanie Lee in Austin (TX)
A705161,7201 Levander Loop in Austin (TX)
A700691,Cadillac Dr And Chamberlain Ln in Austin (TX)
A430953,5207 Brodie Ln in Austin (TX)
A696497,Colt Dr And Mustang Mesa Dr in Travis (TX)
A674775,Austin (TX)
A741944,Del Valle (TX)
A719270,E 9Th And Navasota in Austin (TX)
A665546,Woodland Ave/Parker Ln in Austin (TX)
A711013,Bluff Springs And William Cannon in Austin (TX)
A677779,Wisteria Valley in Austin (TX)
A683060,1950 Webberville Rd. in Austin (TX)
A711960,501 S Hwy 183 in Austin (TX)
A723736,8908 Norwich Castle Dr in Austin (TX)
A677729,13264 Pond Springs Rd in Austin (TX)
A685092,6503 Bluff Springs in Austin (TX)
A686597,1614 Elmira in Austin (TX)
A734673,4021 Steck Ave #313 in Austin (TX)
A744546,5706 Libyan Dr in Austin (TX)
A730748,11601 Garden Grove in Austin (TX)
A718889,1200 E Parmer in Austin (TX)
A682948,2798 Windswept Cv in Austin (TX)
A684313,Austin (TX)
A640185,East Oltorf And South Ih 35 in Austin (TX)
A640185,East Oltorf And South Ih 35 in Austin (TX)
A640185,130 And Fm 812 in Travis (TX)
A640185,130 And Fm 812 in Travis (TX)
A716512,1401 Kramer Ln in Austin (TX)
A696568,Amarillo/Corpus Christi Drive in Austin (TX)
A736980,Austin (TX)
A674651,Manchaca And Slaughter in Austin (TX)
A737294,Travis (TX)
A728131,8400 Colony Loop Dr in Austin (TX)
A682680,11302 Mayo in Austin (TX)
A742735,Outside Jurisdiction
A683486,17006 Hayride in Del Valle (TX)
A710799,Martin Luther King And Airport in Austin (TX)
A741602,S 1St St And William Cannon in Austin (TX)
A698530,2600 Scofield Ridge in Austin (TX)
A738328,Mckinney Falls Pkwy  And E William Cannon Dr in Austin (TX)
A705247,Austin (TX)
A705247,Austin (TX)
A705247,Austin (TX)
A705247,Austin (TX)
A737335,19920 Crane Creek Loop in Travis (TX)
A722112,E Riverside Dr & Metro Center Dr in Austin (TX)
A714577,8220 W Hwy 71 in Austin (TX)
A671562,Austin (TX)
A719263,E 9Th And Navasota in Austin (TX)
A710318,Austin (TX)
A710318,Austin (TX)
A710318,2815 Sissinghurst in Austin (TX)
A710318,2815 Sissinghurst in Austin (TX)
A709084,1014 Castle Rd in Travis (TX)
A671382,1400 Amber Day Dr in Pflugerville (TX)
A673113,Travis (TX)
A730821,12113 Broten St in Austin (TX)
A693021,802 S 1St St in Austin (TX)
A689487,10401 Sprinkle Rd in Austin (TX)
A656998,3504 Taylor Falls Dr in Travis (TX)
A677638,1515 Wickersham Ln in Austin (TX)
A737367,9910 Peterson Rd in Austin (TX)
A729073,E Riverside Dr & Frontier Valley Dr in Austin (TX)
A667633,2000 E Stassney in Austin (TX)
A686040,12901 N Ih 35 #1100 in Austin (TX)
A682429,3101 Shoreline Dr in Austin (TX)
A716031,306 W Grady Dr in Austin (TX)
A682954,Del Valle (TX)
A667724,7515 Compass Dr in Austin (TX)
A715570,Slaughter Ln in Austin (TX)
A710141,Tara Dr And Cats-Eye Ln in Austin (TX)
A680940,8904 Chisolm Lane in Austin (TX)
A666328,6802 Viewing Pl in Austin (TX)
A687757,Austin (TX)
A744893,9904 Chukar Cir in Austin (TX)
A737285,1520 Rutherford Ln in Austin (TX)
A608029,Austin (TX)
A699274,4700 W. Guadalupe St in Austin (TX)
A696523,Hidden Brook Ct And Edge Creek Dr in Austin (TX)
A692789,220 Webberwood Way N in Webberville (TX)
A672991,12166 Metric Blvd in Austin (TX)
A708785,Gracy And Swearingen Dr in Austin (TX)
A732160,9000 E 290 in Austin (TX)
A727838,2504 Huntwick Dr in Austin (TX)
A700154,2508 E Riverside in Austin (TX)
A744334,Locke Ln & Ray Wood Dr in Austin (TX)
A698112,2203 Nathan Dr in Austin (TX)
A698112,2203 Nathan Dr in Austin (TX)
A698112,Genard St And Leralynn St in Austin (TX)
A698112,Genard St And Leralynn St in Austin (TX)
A703726,1301 Crossing Pl in Austin (TX)
A680955,Austin (TX)
A721018,St. Elmo And Fredich in Austin (TX)
A721018,St. Elmo And Fredich in Austin (TX)
A721018,Austin (TX)
A721018,Austin (TX)
A677515,407 Lake Cliff Trail in Austin (TX)
A722516,1420 E. Wells Branch Pkwy in Travis (TX)
A729873,11812 Briarcreek Loop in Travis (TX)
A728299,3811 E 12Th Street in Austin (TX)
A670409,Linden & Maschemier in Travis (TX)
A699307,6205 Marigold in Austin (TX)
A725674,5800 Clementine in Austin (TX)
A736776,6800 Dallas Dr in Austin (TX)
A702005,11700 Us Hwy 183 S in Travis (TX)
A666051,Slaughter And Old Lockhart in Austin (TX)
A685845,Austin (TX)
A685845,Austin (TX)
A685845,2110 W Slaughter Ln in Austin (TX)
A685845,2110 W Slaughter Ln in Austin (TX)
A723048,Austin (TX)
A664362,Austin (TX)
A664362,Austin (TX)
A664362,20700 Fm 1431 in Lago Vista (TX)
A664362,20700 Fm 1431 in Lago Vista (TX)
A670828,Austin (TX)
A682433,5315 Ed Bluestein Blvd in Austin (TX)
A704200,2109 Jesse Owens Dr in Austin (TX)
A700452,Old Fredricksburg in Austin (TX)
A692926,1945 West William Cannon Drive in Austin (TX)
A691682,7109 Barnsdale Way in Austin (TX)
A686176,3212 Red River in Austin (TX)
A679565,5705 Brook Valley in Austin (TX)
A719058,8207 Canoga Ave in Austin (TX)
A741603,3100 Barksdale in Travis (TX)
A723978,2300 Park Lane in Travis (TX)
A714974,12410 Alameda Trace Circle in Austin (TX)
A689392,4402 Hayride Ln in Austin (TX)
A703667,7706 Old Bee Caves Rd in Travis (TX)
A696814,St John And Blessing in Austin (TX)
A685613,Airport And Glissman in Austin (TX)
A684671,Pleasant Valley And Canterbury in Austin (TX)
A684671,Pleasant Valley And Canterbury in Austin (TX)
A684671,2610 Canterbury in Austin (TX)
A684671,2610 Canterbury in Austin (TX)
A743024,Slaughter Ln And Cullen Ln in Austin (TX)
A670121,2815 E 71 in Austin (TX)
A710466,Austin (TX)
A706830,13000 Fm812 in Travis (TX)
A702034,3500 Dime Cir in Austin (TX)
A737171,5011 Sunset Trail in Austin (TX)
A742262,Austin (TX)
A666470,"E Riverside, Pleasant Valley in Austin (TX)"
A689248,4601 Craigwood Dr in Austin (TX)
A679921,Austin (TX)
A679921,Austin (TX)
A679921,Austin (TX)
A679921,Austin (TX)
A679921,2101 W Anderson Ln in Austin (TX)
A679921,2101 W Anderson Ln in Austin (TX)
A679921,2101 W Anderson Ln in Austin (TX)
A679921,2101 W Anderson Ln in Austin (TX)
A679921,Austin (TX)
A679921,Austin (TX)
A679921,Austin (TX)
A679921,Austin (TX)
A679921,9500 S. Chisholm Trail in Austin (TX)
A679921,9500 S. Chisholm Trail in Austin (TX)
A679921,9500 S. Chisholm Trail in Austin (TX)
A679921,9500 S. Chisholm Trail in Austin (TX)
A724264,E Braker Ln in Austin (TX)
A712427,1700 Hydro Dr in Austin (TX)
A710453,16209 Parkway Dr. in Pflugerville (TX)
A679192,Austin (TX)
A740847,5207 Ledesma Rd in Austin (TX)
A629747,Austin (TX)
A666602,Austin (TX)
A696723,Austin (TX)
A672075,S Lamar And Oltorf in Austin (TX)
A704341,4106 N. Lamar in Austin (TX)
A739493,3209 S Ih 35 in Austin (TX)
A686131,623 Blue Valley Dr in Austin (TX)
A734584,Danbury Woods Cir And Tequesta Blvd in Austin (TX)
A698901,Richcreek Rd And Greenhaven Dr in Austin (TX)
A681203,Navasota Dr in Austin (TX)
A687133,51St And Cameron Rd in Austin (TX)
A669376,12800 Turtle Rock Rd in Austin (TX)
A699372,Nuckols Crossing in Austin (TX)
A702747,19379 Wilkey Lane in Pflugerville (TX)
A742541,S 1St Street And W Slaughter Lane in Austin (TX)
A700733,9024 Northgate Blvd in Austin (TX)
A705943,7201 Levander Loop in Austin (TX)
A678050,11507 Maha Loop in Austin (TX)
A708979,Austin (TX)
A708979,Austin (TX)
A708979,1515 Wickersham Ln in Austin (TX)
A708979,1515 Wickersham Ln in Austin (TX)
A725293,5911 Wideleaf Dr in Austin (TX)
A673434,1150 Wells Rd in Travis (TX)
A722989,Austin (TX)
A284639,Webberville Rd in Austin (TX)
A724512,Austin (TX)
A724512,Austin (TX)
A724512,1410 Sanchez Street in Austin (TX)
A724512,1410 Sanchez Street in Austin (TX)
A737094,1021 Dunlap Rd S in Austin (TX)
A668586,Austin (TX)
A664440,Austin (TX)
A664440,Austin (TX)
A664440,14Th St And Alexander in Austin (TX)
A664440,14Th St And Alexander in Austin (TX)
A743734,1701 Red River St in Austin (TX)
A685506,1512 Koenig Ln in Austin (TX)
A664999,509 E Todd Lane in Austin (TX)
A685138,Mlk And Miriam in Austin (TX)
A676442,6800 Millikin Cv in Austin (TX)
A664484,1114 Terry Dr in Austin (TX)
A732797,Howard Ln And Mcniel Rd in Austin (TX)
A715283,Marejada Dr And Sendero Hills Pkwy in Austin (TX)
A742498,2405 Melissa Oaks in Austin (TX)
A683653,No Location Given in Austin (TX)
A686675,Austin (TX)
A686675,Austin (TX)
A686675,North Lamar And West Rundburg in Austin (TX)
A686675,North Lamar And West Rundburg in Austin (TX)
A707431,11502 January Drive in Austin (TX)
A731572,620  And 2222 in Austin (TX)
A703917,Austin (TX)
A574858,1109A Northcape Dr. in Austin (TX)
A728200,1156 Cesar Chavez in Austin (TX)
A709019,3810 Oak Springs Dr. in Austin (TX)
A737030,1500 W William Cannon in Austin (TX)
A737030,1500 W William Cannon in Austin (TX)
A737030,Pyramid Dr And Debba Dr in Austin (TX)
A737030,Pyramid Dr And Debba Dr in Austin (TX)
A737432,2509 E 5Th St in Austin (TX)
A683834,2102 Wagon Crossing in Austin (TX)
A675201,1509 Enfield Rd in Austin (TX)
A672515,3004 Fleet Dr in Austin (TX)
A678452,2101 Jessie E Segovia in Austin (TX)
A693659,11300 Indianhead Dr in Austin (TX)
A689781,5104 Scottish Thistle Dr in Austin (TX)
A668697,Austin (TX)
A691193,206 Red Bird in Austin (TX)
A706393,78725 Beauregaurd Cir in Austin (TX)
A737772,Barney Dr in Travis (TX)
A701920,9207 Quial Wood Dr in Austin (TX)
A706832,Old San Antonio Rd And Blackwell Dr in Travis (TX)
A700246,206 E Skyview Rd in Austin (TX)
