Animal_ID,Found_Address
A687398,Fm 969 & Post Oak Rd in Webberville (TX)
A671924,Austin (TX)
A677108,606 Candleberry Cir in Pflugerville (TX)
A742315,Austin (TX)
A694150,8613 Ganttcrest Dr in Austin (TX)
A737784,8417 Red Willow Drive in Austin (TX)
A680123,"2300 Campden Drive, Austin, Tx in Austin (TX)"
A723133,10801 Manchaca Rd in Austin (TX)
A666550,6710 Canal St in Austin (TX)
A668088,Austin (TX)
A713957,Austin (TX)
A739729,Austin (TX)
A712522,Austin (TX)
A712733,7309 Lazy Creek in Austin (TX)
A735775,Wing Feather Dr And Turnstone Dr in Austin (TX)
A713358,Jollyville/Great Hills in Austin (TX)
A682148,8225 Sam Rayburn in Austin (TX)
A719072,510 W 26Th St in Austin (TX)
A690246,45Th And Mopac in Austin (TX)
A689855,8312 Beaver Brook Ln in Austin (TX)
A675146,8312 Cahill Dr in Austin (TX)
A667689,102 West Croslin in Austin (TX)
A695723,605 Masterson Pass in Austin (TX)
A712291,1900 Ralph C Craig Ln in Austin (TX)
A687937,7132 Texas 71 in Austin (TX)
A722070,8509 Fm 969 in Austin (TX)
A722070,8509 Fm 969 in Austin (TX)
A722070,Austin (TX)
A722070,Austin (TX)
A682188,10513 Hendon St in Austin (TX)
A679918,Leander (TX)
A679918,Leander (TX)
A679918,Leander (TX)
A679918,Pflugerville (TX)
A679918,Pflugerville (TX)
A679918,Pflugerville (TX)
A679918,Austin (TX)
A679918,Austin (TX)
A679918,Austin (TX)
A686994,300 Vargas Rd in Austin (TX)
A741830,Wolf Lane And Pearce Lane in Travis (TX)
A681878,Manor (TX)
A681878,Manor (TX)
A681878,10317 Hibbs Ln in Manor (TX)
A681878,10317 Hibbs Ln in Manor (TX)
A644194,1206 Cullen Ave in Austin (TX)
A717086,10000 N Lamar Blvd in Austin (TX)
A688675,9715 N Fm 620 in Austin (TX)
A718664,1704 Nelms Dr in Austin (TX)
A688496,Austin (TX)
A729961,18013 Masi Loop in Travis (TX)
A673771,11025 Doyle Overton in Austin (TX)
A673771,11025 Doyle Overton in Austin (TX)
A673771,9420 N. Ih 35 in Austin (TX)
A673771,9420 N. Ih 35 in Austin (TX)
A676823,8201 Linden Loop in Travis (TX)
A675805,10301 Fm 2222 in Austin (TX)
A719671,800 W. 6Th St in Austin (TX)
A712283,Austin (TX)
A677047,10205 Fm N 620 in Austin (TX)
A708812,Austin (TX)
A692063,9100 Evelyn Rd in Travis (TX)
A709491,4801 Cabob St in Austin (TX)
A684799,1173 Lott Ave in Austin (TX)
A736739,7201 Levander in Austin (TX)
A731002,1153 Ebert Ave in Austin (TX)
A711531,Austin (TX)
A702983,1012 Stacias Way in Pflugerville (TX)
A687252,Austin (TX)
A684252,4717 Misty Slope in Austin (TX)
A410684,Austin (TX)
A718223,E 6Th St And Trinity in Austin (TX)
A718223,E 6Th St And Trinity in Austin (TX)
A718223,E 6Th St And Trinity in Austin (TX)
A718223,E 6Th St And Trinity in Austin (TX)
A718223,E 6Th St And Trinity in Austin (TX)
A718223,E 6Th St And Trinity in Austin (TX)
A718223,Austin (TX)
A718223,Austin (TX)
A718223,Austin (TX)
A718223,Austin (TX)
A718223,Austin (TX)
A718223,Austin (TX)
A718223,2606 Wheless Ln in Austin (TX)
A718223,2606 Wheless Ln in Austin (TX)
A718223,2606 Wheless Ln in Austin (TX)
A718223,2606 Wheless Ln in Austin (TX)
A718223,2606 Wheless Ln in Austin (TX)
A718223,2606 Wheless Ln in Austin (TX)
A718223,500 E 7Th St in Austin (TX)
A718223,500 E 7Th St in Austin (TX)
A718223,500 E 7Th St in Austin (TX)
A718223,500 E 7Th St in Austin (TX)
A718223,500 E 7Th St in Austin (TX)
A718223,500 E 7Th St in Austin (TX)
A718223,6306 E. Riverside in Austin (TX)
A718223,6306 E. Riverside in Austin (TX)
A718223,6306 E. Riverside in Austin (TX)
A718223,6306 E. Riverside in Austin (TX)
A718223,6306 E. Riverside in Austin (TX)
A718223,6306 E. Riverside in Austin (TX)
A718223,7010 W Sh 71 in Austin (TX)
A718223,7010 W Sh 71 in Austin (TX)
A718223,7010 W Sh 71 in Austin (TX)
A718223,7010 W Sh 71 in Austin (TX)
A718223,7010 W Sh 71 in Austin (TX)
A718223,7010 W Sh 71 in Austin (TX)
A731554,Austin (TX)
A735417,Austin (TX)
A706446,1156 W Cesar Chavez St in Austin (TX)
A706446,1156 W Cesar Chavez St in Austin (TX)
A706446,1501 Fm 973 in Austin (TX)
A706446,1501 Fm 973 in Austin (TX)
A709578,1109 Valdez St in Austin (TX)
A675999,Levander Loop in Austin (TX)
A735065,1700 Block Of Broadmoor in Austin (TX)
A715603,Austin (TX)
A701117,Austin (TX)
A684439,8617 Minot Cir in Austin (TX)
A701174,3737 Airport Blvd in Austin (TX)
A705604,2200 S Pleasant Valley in Austin (TX)
A696133,Austin (TX)
A729832,8725 El Roy Rd in Austin (TX)
A700296,Berkman Dr And Broadmoor Dr in Austin (TX)
A729551,Airport & Ih 35 in Austin (TX)
A692505,Austin (TX)
A737194,Austin (TX)
A737194,Austin (TX)
A737194,9001 Hill Lane in Travis (TX)
A737194,9001 Hill Lane in Travis (TX)
A643862,Catalina Dr And Burleson Dr in Austin (TX)
A643862,Catalina Dr And Burleson Dr in Austin (TX)
A643862,Burleson Rd & Santa Monica Dr in Austin (TX)
A643862,Burleson Rd & Santa Monica Dr in Austin (TX)
A694465,Stonehollow Dr And Gracy Farms in Austin (TX)
A605191,650 Bastrop Hwy in Austin (TX)
A722184,9500 Dessau Rd Bldg 3 in Austin (TX)
A686679,183/Fairfield in Austin (TX)
A721727,12008 Shropshire Blvd in Austin (TX)
A719485,1305 Citation Circle in Del Valle (TX)
A703632,9052 Galewood Dr in Austin (TX)
A412173,Austin (TX)
A698127,Austin (TX)
A698127,Austin (TX)
A698127,Riverside And Grove in Austin (TX)
A698127,Riverside And Grove in Austin (TX)
A701878,12117 Manchaca in Austin (TX)
A744530,12100 Samsung Blvd in Austin (TX)
A724348,1601 Faro in Austin (TX)
A665989,"6808 Syracuse St, Austin Tx in Austin (TX)"
A688753,5307 Wasson Rd in Austin (TX)
A696120,1313 Montopolis Drive in Austin (TX)
A696120,1313 Montopolis Drive in Austin (TX)
A696120,Austin (TX)
A696120,Austin (TX)
A714918,Austin (TX)
A732295,Pebble Run Path And Stoneridge Gap Ln in Manor (TX)
A734943,1010 Webberville Rd in Austin (TX)
A691500,Austin (TX)
A737525,Irvine Ln And St Thomas Dr in Del Valle (TX)
A735928,6801 E Ben White Blvd in Austin (TX)
A679328,5413 Evans in Austin (TX)
A743585,Austin (TX)
A686997,828 Airport Blvd in Austin (TX)
A726941,15Th & Lamar in Austin (TX)
A726941,15Th & Lamar in Austin (TX)
A726941,2222 And Avenue F in Austin (TX)
A726941,2222 And Avenue F in Austin (TX)
A716853,S. Sh-35 in Austin (TX)
A665801,Austin (TX)
A665022,9218 Balcones Club Dr in Austin (TX)
A737930,Austin (TX)
A701291,1909 W 36Th in Austin (TX)
A689783,12440 Alameda Trace in Austin (TX)
A586598,5505 Over Brook Dr in Austin (TX)
A732929,1901 Montopolis Dr in Austin (TX)
A736060,3013 Crownover in Travis (TX)
A694432,Austin (TX)
A692954,4800 Eilers Rd in Austin (TX)
A710932,9618 Manchaca Rd in Austin (TX)
A710932,9618 Manchaca Rd in Austin (TX)
A710932,2813 Castro St in Austin (TX)
A710932,2813 Castro St in Austin (TX)
A676226,8600 Ranch Rd 620 N in Austin (TX)
A695338,9610 Colfax Drive in Travis (TX)
A696517,616 Kemp St in Austin (TX)
A718699,Austin (TX)
A718699,Austin (TX)
A718699,Austin (TX)
A718699,Austin (TX)
A726397,1206 Woodfield Dr in Austin (TX)
A696871,7415 Manchaca in Austin (TX)
A710468,2505 Bridle Path in Austin (TX)
A724193,Parker Ln And Oltorf St in Austin (TX)
A699573,1717 Cricket Hollow in Austin (TX)
A708911,Austin (TX)
A719608,Rundberg Ln And I-35 in Austin (TX)
A699563,Travis (TX)
A713252,607 Woodward St in Austin (TX)
A697733,412 W Alpine in Austin (TX)
A713798,1806 Parkside Rd in Austin (TX)
A677375,Austin (TX)
A687923,3605 Banda in Travis (TX)
A709994,5400 N Lamar Blvd in Austin (TX)
A724966,S Congress And Riverside in Austin (TX)
A707060,6600 Elm Creek Dr in Austin (TX)
A708170,Austin (TX)
A708170,Austin (TX)
A708170,901 E 50Th St in Austin (TX)
A708170,901 E 50Th St in Austin (TX)
A732609,1044 Camino La Costa in Austin (TX)
A715108,Us 183 And Lakeline Blvd in Travis (TX)
A743250,104 Cross Creek in Travis (TX)
A693195,7403 Blessing Ave in Austin (TX)
A678998,5402 Glissman in Austin (TX)
A702511,4511 Lucksinger in Austin (TX)
A668714,Dessau Rd  And  Howard Lane in Austin (TX)
A655608,Austin (TX)
A682802,1703 Olympus Dr in Austin (TX)
A674163,3203 W. Highland Terrace in Austin (TX)
A727128,1501 S 1St St in Austin (TX)
A682759,6725 Cromarty Ln in Austin (TX)
A742091,24369 Bingham Creek Rd in Travis (TX)
A681433,Austin (TX)
A700229,8718 Fm 812 in Austin (TX)
A722690,Ashley Way in Austin (TX)
A673364,7201 Levander Loop in Austin (TX)
A683926,E William Cannon Dr & Ripple Run in Austin (TX)
A731543,161 W Slaughter Ln in Austin (TX)
A685901,8621 Grandview in Jonestown (TX)
A680714,3407 Westside Cove in Austin (TX)
A726330,10701 S Ih 35 Frontage Rd in Austin (TX)
A720752,21413 Webber Oaks Cv in Travis (TX)
A680658,Dove Springs Dr & Dove Ct in Austin (TX)
A695128,N Meadows/Newmont in Austin (TX)
A723224,Outside Jurisdiction
A740526,1605 Berene Avenue in Austin (TX)
A720199,8101 Fm 969 in Austin (TX)
A706478,5801 Signal Point in Austin (TX)
A686100,8729 Taline Chase Cir in Austin (TX)
A693703,Austin (TX)
A686911,Austin (TX)
A692144,6217 S Congress in Austin (TX)
A680718,Old 2243/ Round Mountain in Leander (TX)
A666262,4405 Dovewood Drive in Austin (TX)
A743386,6409 Springdale Rd in Austin (TX)
A735608,Spring Hill Dr And River Oaks Trail in Austin (TX)
A729211,Austin (TX)
A729211,Austin (TX)
A729211,15711 Dessau Rd in Pflugerville (TX)
A729211,15711 Dessau Rd in Pflugerville (TX)
A651306,410 W Dittmar Rd in Austin (TX)
A651306,410 W Dittmar Rd in Austin (TX)
A651306,E William Cannon/Circle S Road in Austin (TX)
A651306,E William Cannon/Circle S Road in Austin (TX)
A737306,Curlew Dr And Crownspoint Dr in Austin (TX)
A677122,11841 Overlook Pass in Austin (TX)
A683017,1600 Grove Blvd in Austin (TX)
A738414,627 Mesa Drive in Austin (TX)
A703061,905 Castleton Dr in Pflugerville (TX)
A744640,7901 Metropolis Drive in Austin (TX)
A684106,7010 Texas 71 in Travis (TX)
A688709,1211 Bonnie Brae in Austin (TX)
A733984,Austin (TX)
A674878,Johnny Morris Cove in Austin (TX)
A674511,Austin (TX)
A674511,Austin (TX)
A674511,6400 S 1St St in Austin (TX)
A674511,6400 S 1St St in Austin (TX)
A738579,5300 Vimmy Clay Dr in Austin (TX)
A722635,11615 Lindeman Loop in Travis (TX)
A728063,Austin (TX)
A728063,Austin (TX)
A728063,Austin (TX)
A728063,Austin (TX)
A693869,Parker Ln & Woodward in Austin (TX)
A673883,Andtree And Springdale in Austin (TX)
A675064,Decker Lake Rd & Nez Perce Trce in Manor (TX)
A699082,Austin (TX)
A705299,9814 Marlborough Dr in Austin (TX)
A705299,9814 Marlborough Dr in Austin (TX)
A705299,Austin (TX)
A705299,Austin (TX)
A697609,1702 Evergreen Ave in Austin (TX)
A664359,9225 S 183 in Travis (TX)
A703504,124 W Anderson Ln in Austin (TX)
A667934,4106 N Lamar in Austin (TX)
A667934,4106 N Lamar in Austin (TX)
A667934,Austin (TX)
A667934,Austin (TX)
A710063,Airport And Goodwin in Austin (TX)
A702330,7004 Shannon Dr in Austin (TX)
A706057,24806 Long Hollow Trl in Leander (TX)
A671095,5706 Sandhurst Cir in Austin (TX)
A733322,21521 Coyote Trail in Travis (TX)
A695519,9024 Northgate Blvd in Austin (TX)
A736070,11216 Las Maples Trail in Austin (TX)
A683484,Red River/East 45Th in Austin (TX)
A701099,South View/ Hwy 290 in Austin (TX)
A717765,Austin (TX)
A710885,2015 Cedar Bnd #1400 in Austin (TX)
A713757,Austin (TX)
A719477,12621 Hymeadow Drive in Austin (TX)
A727123,9115 Evelyn in Travis (TX)
A706626,Galewood/Payton Gin in Austin (TX)
A738091,5400 Atascosa in Austin (TX)
A715195,Found On Ut Campus in Austin (TX)
A744220,10301 Fm 2222 in Austin (TX)
A744162,3721 Pevetoe St in Austin (TX)
A619278,Nelms Dr And Sneed Cove in Austin (TX)
A740799,702 Montopolis Dr in Austin (TX)
A740799,702 Montopolis Dr in Austin (TX)
A740799,702 Montopolis Dr in Austin (TX)
A740799,753 Montropolis in Austin (TX)
A740799,753 Montropolis in Austin (TX)
A740799,753 Montropolis in Austin (TX)
A740799,Montopolis Dr & Ponca St in Austin (TX)
A740799,Montopolis Dr & Ponca St in Austin (TX)
A740799,Montopolis Dr & Ponca St in Austin (TX)
A586045,1143 Airport in Austin (TX)
A700658,Cameron Loop & Davis Lane in Austin (TX)
A731876,Austin (TX)
A731876,Austin (TX)
A731876,Reicher Dr And Hycreek Dr in Austin (TX)
A731876,Reicher Dr And Hycreek Dr in Austin (TX)
A736019,7201 Wood Hollow Dr in Austin (TX)
A679813,6600 Elm Creek Drive in Austin (TX)
A704195,Travis (TX)
A694356,Collinfield And Quail Park in Austin (TX)
A675638,3121 Mccall Ln in Austin (TX)
A719439,Austin (TX)
A714506,3807 Ranch Road 620 N in Austin (TX)
A630443,Austin (TX)
A720534,5712 Nancy Dr in Austin (TX)
A720534,5712 Nancy Dr in Austin (TX)
A720534,5900 Leisure Run Rd in Austin (TX)
A720534,5900 Leisure Run Rd in Austin (TX)
A705246,Austin (TX)
A743423,Austin (TX)
A729128,8220 S Sh 71 in Austin (TX)
A732942,808 Eberhart Ln in Austin (TX)
A694681,1103 Rr 620 in Austin (TX)
A705950,8225 Sam Rayburn in Austin (TX)
A685829,8801 S I-35 in Austin (TX)
A699496,Grove Rd/Riverside in Austin (TX)
A697925,7405 Tumbleweed in Austin (TX)
A677188,Fairway And Grove in Austin (TX)
A722056,11016 Hard Rock Rd in Austin (TX)
A718843,Springfever And Running Water in Austin (TX)
A718019,2402 Parker in Austin (TX)
A720717,21413 Webber Oaks Cv in Travis (TX)
A669836,6609 Branch Wood Dr in Austin (TX)
A682974,915 W 22Nd St in Austin (TX)
A718803,Riverside And Pleasant Valley in Austin (TX)
A734505,Austin (TX)
A673735,804 W Stassney in Austin (TX)
A684931,3811 E 12H in Austin (TX)
A737193,Mopac And Ben White Blvd in Austin (TX)
A677564,1941 Webberville Rd in Austin (TX)
A682459,7201 Levander Loop in Austin (TX)
A663480,305 Tillery Square in Austin (TX)
A663480,305 Tillery Square in Austin (TX)
A663480,Austin (TX)
A663480,Austin (TX)
A692587,1803 E Anderson Ln in Austin (TX)
A566278,6101 Derby Cove in Austin (TX)
A657489,Cuernavaca Dr. & Tartar Way in Travis (TX)
A657489,Cuernavaca Dr. & Tartar Way in Travis (TX)
A657489,1005 Presa Arriba Rd. in Austin (TX)
A657489,1005 Presa Arriba Rd. in Austin (TX)
A708144,11125 Henge Dr in Austin (TX)
A705335,S. Congress And Stassney Ln in Austin (TX)
A692084,8202 Riverstone Dr in Austin (TX)
A731875,Athens St And Liberty St in Manor (TX)
A741175,1305 Citation in Austin (TX)
A704316,Austin (TX)
A707504,1404 Cotton in Austin (TX)
A730896,4900 Mueller in Austin (TX)
A730896,4900 Mueller in Austin (TX)
A730896,4900 Mueller in Austin (TX)
A730896,4900 Mueller in Austin (TX)
A723817,Austin (TX)
A708367,2303 E William Cannon in Austin (TX)
A674383,6005 Jacquiline Ln in Travis (TX)
A674383,6005 Jacquiline Ln in Travis (TX)
A674383,Outside Jurisdiction
A674383,Outside Jurisdiction
A733394,4605 Lyons Rd in Austin (TX)
A692976,4009 Idalia Drive in Austin (TX)
A721703,5901 Southwest Pkwy in Austin (TX)
A694835,Convict Hill And Saffron in Austin (TX)
A719349,501 Post Rd in Austin (TX)
A674839,Austin (TX)
A743827,10101 West Parmer Lanes #1121 in Austin (TX)
A727980,1000 E 5Th in Austin (TX)
A738258,Travis (TX)
A738258,Travis (TX)
A738258,Outside Jurisdiction
A738258,Outside Jurisdiction
A717729,183 And Manor Rd in Austin (TX)
A688584,4434 Frontier Trail in Austin (TX)
A688584,4434 Frontier Trail in Austin (TX)
A688584,13510 West Highway 290 in Austin (TX)
A688584,13510 West Highway 290 in Austin (TX)
A736773,11901 Pavilion Blvd in Austin (TX)
A678734,2304 Wirtz Ave in Austin (TX)
A619073,Outside Jurisdiction
A729889,E Carrie & Manor St in Manor (TX)
A726291,Austin (TX)
A726291,Austin (TX)
A726291,Austin (TX)
A726291,Austin (TX)
A710448,8515 Spearman Dr in Austin (TX)
A700240,9401 N Ih 35 in Austin (TX)
A693562,5213 Concho Creek Bend in Austin (TX)
A730395,S Ih 35 Frontage Rd & W Slaughter Ln in Austin (TX)
A710521,1215 W Slaughter in Austin (TX)
A698643,Pearce/973 in Del Valle (TX)
A722012,Plains Trail And N Meadow Dr in Austin (TX)
A670379,11722 D-K Ranch Rd in Austin (TX)
A703173,704 Hyde Park Ct in Austin (TX)
A742828,Austin (TX)
A685404,5712 Meadow Crest in Austin (TX)
A682177,Ladera Vista And Sierra Madre in Austin (TX)
A682177,Ladera Vista And Sierra Madre in Austin (TX)
A682177,5338 Thunder Creek Rd in Austin (TX)
A682177,5338 Thunder Creek Rd in Austin (TX)
A667395,Pflugerville (TX)
A697128,1913 E Riverside Dr in Austin (TX)
A684088,Austin (TX)
A684088,Austin (TX)
A684088,Austin (TX)
A684088,Austin (TX)
A715371,6902 Deep Circle #A in Austin (TX)
A742922,6801 Castlekeep Way in Austin (TX)
A643541,Parmer And Lamplight Village in Austin (TX)
A669115,Austin (TX)
A669115,Austin (TX)
A669115,9817 Circle Dr Lot 255 in Austin (TX)
A669115,9817 Circle Dr Lot 255 in Austin (TX)
A738140,Stassney And Peppertree in Austin (TX)
A367012,12100 Fm 973 in Travis (TX)
A720574,11160 Jollyville Rd in Austin (TX)
A720785,Austin (TX)
A704363,4502 Gillis St in Austin (TX)
A689842,124 W Anderson Ln in Austin (TX)
A672372,12034 Research Blvd in Austin (TX)
A669895,15300 Lucian St in Austin (TX)
A669895,15300 Lucian St in Austin (TX)
A669895,Austin (TX)
A669895,Austin (TX)
A696363,Jones Rd And Littig Rd in Travis (TX)
A693971,3417 Minnie St in Austin (TX)
A735593,4402 Nixon Ln in Austin (TX)
A731190,4800 E Ben White in Austin (TX)
A734284,Pleasant Valley & Cesar Chavez in Austin (TX)
A694447,520 Sacramento Dr in Austin (TX)
A707415,10611 Watchful Fox in Austin (TX)
A679659,Slaughter And Meridian Oaks in Austin (TX)
A736307,9801 Hansford in Austin (TX)
A685115,4501 Sherwyn in Austin (TX)
A741081,4608 Westgate Blvd in Austin (TX)
A696584,2305 Park Ln in Travis (TX)
A713085,13500 Briarcreek in Manor (TX)
A713085,13500 Briarcreek in Manor (TX)
A713085,11904 Braircreek in Manor (TX)
A713085,11904 Braircreek in Manor (TX)
A703810,8509 Fm 969 in Austin (TX)
A735191,12001 Metric Blvd in Austin (TX)
A733096,2300 Deadwood in Austin (TX)
A665027,Hermitage Dr And Loralinda Dr in Austin (TX)
A690658,14807 Hwy 290 E in Manor (TX)
A672331,824 Walnut Creek Dr in Austin (TX)
A689450,9520 Quail Ct in Austin (TX)
A667423,Creedmoor (TX)
A689984,4901 Scottish Thistle in Austin (TX)
A722816,4410 Duval Rd in Austin (TX)
A670712,906 Cougar Cv in Austin (TX)
A685254,7606 Blessing Ave in Austin (TX)
A682736,Montopolis And Del Monte in Austin (TX)
A706804,Austin (TX)
A722858,15104 Sabal Palm in Travis (TX)
A695969,Austin (TX)
A695969,Austin (TX)
A695969,Austin (TX)
A695969,Austin (TX)
A664369,71/ Albert Brown Dr in Del Valle (TX)
A664369,71/ Albert Brown Dr in Del Valle (TX)
A664369,Del Valle (TX)
A664369,Del Valle (TX)
A684580,6118 Fairway St in Austin (TX)
A607075,Austin (TX)
A607075,Austin (TX)
A607075,2200 S Pleasant Valley in Austin (TX)
A607075,2200 S Pleasant Valley in Austin (TX)
A683138,7300 Texas 71 in Austin (TX)
A741506,N Lamar Blvd & W Anderson Ln in Austin (TX)
A732655,744 W William Cannon in Austin (TX)
A717996,5700 Steven Creek Way in Austin (TX)
A674635,2906 Webberville Rd in Austin (TX)
A736196,Austin (TX)
A744777,2701 E 7Th St in Austin (TX)
A514445,6701 Cruz St in Austin (TX)
A514445,6701 Cruz St in Austin (TX)
A514445,6701 Cruz St in Austin (TX)
A514445,6701 Cruz St in Austin (TX)
A743757,Austin (TX)
A714634,Walnut Creek Park Rd And Old Cedar Ln in Austin (TX)
A743065,2839 Pearl St in Austin (TX)
A714141,9100 Lockwood Springs in Austin (TX)
A740848,5207 Ledesma Rd in Austin (TX)
A709179,6902 Deep Cir #A in Austin (TX)
A693775,Oltorf/Euclid in Austin (TX)
A710675,Ball Field in Austin (TX)
A649149,1601 Ih35 N in Austin (TX)
A693946,Comal /Manor in Austin (TX)
A743051,12201 Briarcreek Loop in Travis (TX)
A688736,2206 Haskell in Austin (TX)
A744567,Wickersham Ln & Allison Dr in Austin (TX)
A612925,1608 Garden St in Austin (TX)
A612925,1608 Garden St in Austin (TX)
A612925,3717 Crownover in Austin (TX)
A612925,3717 Crownover in Austin (TX)
A710386,1007 S Congress Ave in Austin (TX)
A706409,23393 Nameless Rd #108 in Austin (TX)
A620894,6405 Circle S Rd in Austin (TX)
A679433,715 East 8Th St in Austin (TX)
A685019,Austin (TX)
A737436,1204 Summer Set Ave in Austin (TX)
A735597,8909 Burnet Rd in Austin (TX)
A698561,Braker Ln And Hwy 183 in Austin (TX)
A698295,W Slaughter Ln & Brodie Ln in Austin (TX)
A709876,Martin Lane And Javes Hill Road in Pflugerville (TX)
A392027,Powell And Georgian in Austin (TX)
A651127,Austin (TX)
A651127,Austin (TX)
A651127,Cesar Chavez in Austin (TX)
A651127,Cesar Chavez in Austin (TX)
A724888,3403 Ambleside Dr in Austin (TX)
A707770,2701 E 7Th St in Austin (TX)
A707770,2701 E 7Th St in Austin (TX)
A707770,Austin (TX)
A707770,Austin (TX)
A726422,7201 Levander Loop in Austin (TX)
A719658,12501 Tech Ridge in Austin (TX)
A706128,Fm 1825 And Sarah'S Creek Dr in Pflugerville (TX)
A680076,15100 Chamberlain Ct in Travis (TX)
A709365,Stassney & Ih 35 Heb in Austin (TX)
A690099,Outside Jurisdiction
A691748,Austin (TX)
A713810,Shropshire Blvd And Dessau Rd in Austin (TX)
A713810,Shropshire Blvd And Dessau Rd in Austin (TX)
A713810,7720 Tx-71 in Austin (TX)
A713810,7720 Tx-71 in Austin (TX)
A697281,303 E. Croslin #108 in Austin (TX)
A686953,14961 Swiss Dr in Del Valle (TX)
A743859,7305 Albert Rd in Austin (TX)
A694219,Roan Ln And Scenic Brook Dr in Austin (TX)
A667704,Austin (TX)
A711240,5400 Ih 35 Svrd Sb in Austin (TX)
A692938,Ih35 And Grand Ave Pkwy in Austin (TX)
A705822,Littig Rd And Ballerstedt Rd in Travis (TX)
A704745,Burnet Rd Justin Ln in Austin (TX)
A704745,Burnet Rd Justin Ln in Austin (TX)
A704745,Austin (TX)
A704745,Austin (TX)
A713542,12501 Tech Ridge Blvd in Austin (TX)
A713332,7502 Chelsea Moor in Austin (TX)
A702354,Tower View Ct in Austin (TX)
A674070,Pecan Brook in Austin (TX)
A670256,1200 Montopolis Dr in Austin (TX)
A720536,Fairfield Dr And N Lamar Blvd in Austin (TX)
A737802,E 7Th St & San Marcos St in Austin (TX)
A694731,14016 N 620 in Austin (TX)
A743384,Austin (TX)
A743154,Antique Finish Dr And Lantern Dr in Travis (TX)
A736814,6800 Bill Hughes Rd in Austin (TX)
A688772,12872 Shops Pkwy in Austin (TX)
A337686,S 1St And Hwy 71 in Austin (TX)
A337686,S 1St And Hwy 71 in Austin (TX)
A337686,Radam And Normandy in Austin (TX)
A337686,Radam And Normandy in Austin (TX)
A705272,13015 Silver Creek Dr in Austin (TX)
A703563,1156 W Cesar Chavez in Austin (TX)
A703563,1156 W Cesar Chavez in Austin (TX)
A703563,Pflugerville (TX)
A703563,Pflugerville (TX)
A698835,Springville Ln & Onion Crossing Dr in Austin (TX)
A698835,Springville Ln & Onion Crossing Dr in Austin (TX)
A698835,China Grove And Burnside in Austin (TX)
A698835,China Grove And Burnside in Austin (TX)
A734131,1005 Fairmont in Austin (TX)
A680442,7707 N Ih 35 in Austin (TX)
A705148,6403 Johnny Morris in Austin (TX)
A705148,6403 Johnny Morris in Austin (TX)
A705148,6403 Johnny Morris in Austin (TX)
A705148,2815 E Hwy 71 in Del Valle (TX)
A705148,2815 E Hwy 71 in Del Valle (TX)
A705148,2815 E Hwy 71 in Del Valle (TX)
A705148,Austin (TX)
A705148,Austin (TX)
A705148,Austin (TX)
A678839,1135 Garland Ave in Austin (TX)
A678839,1135 Garland Ave in Austin (TX)
A678839,1135 Garland Ave in Austin (TX)
A678839,Austin (TX)
A678839,Austin (TX)
A678839,Austin (TX)
A678839,1145 Brookswood in Austin (TX)
A678839,1145 Brookswood in Austin (TX)
A678839,1145 Brookswood in Austin (TX)
A701009,Rowe Ln And Algreg St in Pflugerville (TX)
A731339,360 Onion Creek Pkwy in Austin (TX)
A731339,360 Onion Creek Pkwy in Austin (TX)
A731339,Outside Jurisdiction
A731339,Outside Jurisdiction
A729590,Wickersham Ln And Riverside Dr in Austin (TX)
A736387,4811 Lucksinger in Austin (TX)
A735605,Wheatley Ave And Providence Ave in Austin (TX)
A723391,1420 E Anderson Ln in Austin (TX)
A716064,Fireside And Hearthstone in Austin (TX)
A702604,Evening Shadows Dr And Estrellas Dr in Del Valle (TX)
A738340,1808 Westridge Dr in Austin (TX)
A705416,Travis (TX)
A676141,Springdale And Bandera in Austin (TX)
A592629,6600 Elm Creek #81 in Austin (TX)
A592629,6600 Elm Creek #81 in Austin (TX)
A592629,6600 Elm Creek Ln Unit 81 in Austin (TX)
A592629,6600 Elm Creek Ln Unit 81 in Austin (TX)
A732698,Lexington St And Murray Ave in Manor (TX)
A699037,5702 Coolbrook in Austin (TX)
A692183,Levander in Travis (TX)
A647489,Dittmar & Manchaca in Austin (TX)
A647489,Dittmar & Manchaca in Austin (TX)
A647489,Manchaca Rd And W Slaughter Ln in Austin (TX)
A647489,Manchaca Rd And W Slaughter Ln in Austin (TX)
A712494,8222 Sigrid Dr in Manor (TX)
A674171,6410 Hudson Bend Rd in Austin (TX)
A706501,Austin (TX)
A698767,Deen Ave And Georgian Dr in Austin (TX)
A698767,Deen Ave And Georgian Dr in Austin (TX)
A698767,Deen Ave And Georgian Dr in Austin (TX)
A698767,7000 Blk Creston in Austin (TX)
A698767,7000 Blk Creston in Austin (TX)
A698767,7000 Blk Creston in Austin (TX)
A698767,Austin (TX)
A698767,Austin (TX)
A698767,Austin (TX)
A737509,10000 Woodstock in Austin (TX)
A714298,Airport & Shady in Austin (TX)
A715992,Austin (TX)
A665864,7025 Village Center Dr in Austin (TX)
A642176,Metric/183 in Austin (TX)
A642176,Metric/183 in Austin (TX)
A642176,Research Blvd And Westgate Hills in Austin (TX)
A642176,Research Blvd And Westgate Hills in Austin (TX)
A688078,Ih-35/William Cannon Access Rd in Austin (TX)
A741275,10748 Marshitahs Way in Austin (TX)
A613942,Curlew/Hillcrest in Austin (TX)
A740564,6032 Signal Point in Austin (TX)
A665408,Piedras Blanco in Austin (TX)
